epoch,kl_model,train_nll,train_loss,val_nll,val_loss,val_accuracy
33,531.671630859375,240.56411743164062,280.6680603027344,1032.821533203125,1576.275634765625,0.942221462726593
34,542.4210205078125,260.6355285644531,298.25714111328125,1086.638671875,1641.959228515625,0.939210832118988
35,532.47314453125,275.36456298828125,314.1177673339844,1099.1949462890625,1619.7630615234375,0.9385083913803101
36,547.8375854492188,244.91265869140625,284.84857177734375,1124.787841796875,1662.733154296875,0.9370766878128052
37,537.3518676757812,249.7793426513672,288.58074951171875,1033.4754638671875,1574.8973388671875,0.9421848654747009
38,541.756591796875,242.61224365234375,282.3232727050781,1042.5126953125,1582.68994140625,0.9416792988777161
39,539.109619140625,244.8166046142578,283.00030517578125,1045.0916748046875,1587.054931640625,0.9415350556373596
40,524.8610229492188,209.94317626953125,247.5197296142578,916.4288940429688,1442.11279296875,0.9487327337265015
41,519.5460205078125,207.38807678222656,245.4595947265625,968.441650390625,1485.503173828125,0.9458230137825012
42,518.7013549804688,254.58285522460938,292.1158142089844,1007.8598022460938,1546.37939453125,0.9436178803443909
43,519.777587890625,225.38209533691406,261.8401184082031,996.1204223632812,1515.8883056640625,0.9442746043205261
44,527.68701171875,233.443603515625,269.6978454589844,886.0556640625,1419.881103515625,0.9504318833351135
45,524.707763671875,204.24227905273438,241.26919555664062,868.8609008789062,1373.89501953125,0.9513938426971436
46,502.9703369140625,226.05673217773438,262.44891357421875,956.3636474609375,1460.7401123046875,0.946498692035675
47,524.0095825195312,222.19900512695312,258.5974426269531,911.466796875,1423.802978515625,0.9490103721618652
48,527.3248901367188,197.06423950195312,234.17230224609375,900.5147705078125,1419.03125,0.9496230483055115
49,511.65277099609375,214.56661987304688,252.23934936523438,980.139892578125,1498.74462890625,0.9451686143875122
50,509.91900634765625,229.81671142578125,266.23095703125,958.6053466796875,1473.5875244140625,0.9463732838630676
51,503.46917724609375,223.60220336914062,260.3902282714844,940.462646484375,1474.408203125,0.947388231754303
52,504.4752197265625,206.56295776367188,242.15603637695312,888.6715087890625,1395.933349609375,0.9502855539321899
53,510.5107727050781,208.06283569335938,244.99813842773438,889.781494140625,1393.6182861328125,0.950223445892334
54,499.1101379394531,206.64297485351562,241.4961700439453,875.85546875,1371.0498046875,0.9510025382041931
55,495.83197021484375,197.96017456054688,233.24819946289062,875.0078125,1366.228515625,0.9510499238967896
56,490.245361328125,203.1553955078125,238.2228240966797,879.9993896484375,1364.0545654296875,0.9507707357406616
57,480.1959533691406,178.37234497070312,212.743408203125,911.3631591796875,1405.9793701171875,0.9490161538124084
58,480.1219482421875,213.5029754638672,248.14186096191406,906.8472290039062,1383.564208984375,0.9492687582969666
59,484.010986328125,211.70675659179688,245.32952880859375,852.6469116210938,1327.319091796875,0.9523009061813354
60,463.81182861328125,188.07958984375,221.24755859375,914.4407958984375,1382.067138671875,0.9488439559936523
61,476.427734375,217.8065948486328,251.24749755859375,965.0897216796875,1449.11962890625,0.9460105299949646
62,466.3299255371094,202.1476287841797,235.1380157470703,897.1177368164062,1371.351318359375,0.9498130679130554
63,469.0833435058594,196.3498992919922,229.56680297851562,872.2579956054688,1332.047607421875,0.9512037634849548
64,474.7093200683594,207.66690063476562,240.59164428710938,895.721923828125,1367.069580078125,0.9498911499977112
65,464.7679443359375,220.21966552734375,253.83023071289062,878.7857055664062,1334.6318359375,0.9508386254310608
66,466.432861328125,215.91384887695312,248.7993927001953,841.85302734375,1299.110107421875,0.9529047012329102
67,465.2649841308594,197.06590270996094,229.77328491210938,843.5836181640625,1306.582275390625,0.9528079032897949
68,448.07940673828125,196.00387573242188,228.31884765625,844.1484375,1295.7977294921875,0.952776312828064
69,446.9622497558594,207.85772705078125,239.989501953125,865.3052978515625,1309.1673583984375,0.951592743396759
70,459.15618896484375,212.13961791992188,245.0585479736328,865.2213134765625,1333.7099609375,0.9515974521636963
71,449.7620849609375,231.74359130859375,264.009765625,844.7504272460938,1300.47216796875,0.9527426362037659
72,446.5212707519531,193.67962646484375,225.07754516601562,858.620849609375,1302.8341064453125,0.9519667029380798
73,455.136962890625,186.1549835205078,217.6695556640625,869.81298828125,1339.7232666015625,0.9513405561447144
74,450.91229248046875,226.68963623046875,257.8287048339844,908.5517578125,1354.8597412109375,0.9491734504699707
75,449.655029296875,196.03858947753906,227.81170654296875,878.6129150390625,1324.3779296875,0.9508482813835144
76,445.7066345214844,176.94924926757812,208.3977508544922,848.4625244140625,1290.674072265625,0.9525349736213684
77,434.84918212890625,193.07516479492188,224.85531616210938,858.7763671875,1293.52734375,0.9519580006599426
78,446.1644287109375,194.5974578857422,225.38900756835938,864.097900390625,1297.7120361328125,0.9516602754592896
79,424.6767883300781,195.25558471679688,226.19976806640625,867.9525756835938,1298.87109375,0.9514446258544922
80,429.0316162109375,213.8986358642578,244.918212890625,852.5548095703125,1284.0426025390625,0.9523060321807861
81,437.82342529296875,184.10894775390625,215.825927734375,878.591552734375,1307.0855712890625,0.9508494734764099
82,415.9490966796875,196.0784149169922,226.7383270263672,835.9639282226562,1255.15380859375,0.9532341361045837
83,420.4098205566406,208.78134155273438,239.2320556640625,854.7914428710938,1276.900634765625,0.9521809220314026
84,443.36785888671875,191.5052490234375,222.31793212890625,888.1661376953125,1316.8857421875,0.9503138661384583
85,407.9734802246094,201.0814208984375,231.7842559814453,895.8759765625,1306.9918212890625,0.9498825073242188
86,431.4405517578125,206.05345153808594,236.2329559326172,869.6016845703125,1302.6680908203125,0.9513523578643799
87,431.17218017578125,206.875244140625,236.77455139160156,972.9369506835938,1391.84814453125,0.9455715417861938
88,417.2586364746094,207.99261474609375,238.3306884765625,861.1785888671875,1290.50927734375,0.9518235921859741
89,438.1510009765625,175.77442932128906,206.42196655273438,852.9525756835938,1269.9796142578125,0.9522837996482849
90,423.40093994140625,192.96144104003906,223.67022705078125,838.6793212890625,1256.510498046875,0.953082263469696
91,416.2060852050781,180.38966369628906,210.8207244873047,854.196044921875,1281.24169921875,0.952214241027832
92,425.82073974609375,199.1565399169922,228.96591186523438,859.609619140625,1283.809814453125,0.9519113898277283
93,426.73663330078125,192.47671508789062,223.4954376220703,917.0028076171875,1351.0679931640625,0.9487006664276123
94,426.36407470703125,218.1358642578125,248.69229125976562,1003.2293701171875,1429.074951171875,0.9438769221305847
95,414.1779479980469,216.88125610351562,246.4801025390625,893.107421875,1304.58984375,0.95003741979599
96,408.4297180175781,214.48403930664062,243.18951416015625,881.2862548828125,1307.5992431640625,0.950698733329773
97,419.48358154296875,178.71551513671875,208.8981170654297,864.2332763671875,1278.119140625,0.9516527056694031
98,418.01678466796875,199.42257690429688,229.30661010742188,828.173828125,1246.052490234375,0.9536699652671814
99,419.80206298828125,180.27613830566406,209.6720733642578,894.9407348632812,1309.501220703125,0.9499348402023315
100,414.0798034667969,194.00308227539062,223.86439514160156,886.74462890625,1295.666015625,0.9503933787345886
101,423.2449951171875,197.31564331054688,226.79176330566406,834.2889404296875,1248.205078125,0.9533278942108154
102,407.7142333984375,216.54103088378906,245.69476318359375,831.9321899414062,1241.168701171875,0.9534596800804138
103,418.4317321777344,191.0917205810547,220.83241271972656,827.272705078125,1243.4722900390625,0.9537203907966614
104,405.5343933105469,198.02621459960938,227.06466674804688,852.906494140625,1263.5828857421875,0.9522863626480103
105,409.3428955078125,220.56356811523438,249.06785583496094,844.015380859375,1251.54443359375,0.9527837634086609
106,410.72125244140625,210.8427734375,239.41195678710938,892.2978515625,1299.1468505859375,0.9500827193260193
107,406.9470520019531,196.25552368164062,224.61172485351562,864.0784912109375,1276.4652099609375,0.9516613483428955
108,410.0782165527344,203.24905395507812,233.49673461914062,851.5906372070312,1266.8238525390625,0.9523599743843079
109,418.8249816894531,196.25808715820312,226.4560089111328,857.1116943359375,1277.276611328125,0.9520511031150818
110,428.4490966796875,206.81857299804688,236.6947479248047,889.9304809570312,1303.072509765625,0.9502151608467102
111,409.63568115234375,207.65451049804688,237.56399536132812,847.7860107421875,1271.5400390625,0.9525728225708008
112,415.30230712890625,188.32594299316406,217.70420837402344,824.4054565429688,1237.866943359375,0.953880786895752
113,418.73785400390625,200.45339965820312,230.0063018798828,872.0045166015625,1289.2396240234375,0.9512179493904114
114,405.90777587890625,192.642578125,221.56028747558594,848.3621215820312,1256.0299072265625,0.9525405764579773
115,409.2253723144531,198.47149658203125,227.12860107421875,843.5904541015625,1261.364990234375,0.9528075456619263
116,400.39215087890625,189.17474365234375,217.6343994140625,926.2720947265625,1330.121826171875,0.9481821060180664
117,407.42681884765625,213.75711059570312,243.71389770507812,887.8617553710938,1295.236328125,0.9503308534622192
118,402.4308166503906,224.81922912597656,253.94630432128906,880.86376953125,1281.326171875,0.950722336769104
119,393.3489990234375,173.58633422851562,202.27505493164062,830.5868530273438,1228.990234375,0.9535349607467651
120,393.1101989746094,184.04530334472656,212.7800750732422,857.245849609375,1258.688720703125,0.9520435929298401
121,387.7342529296875,199.8207244873047,227.931640625,830.847412109375,1212.449462890625,0.9535204172134399
122,381.751708984375,196.25534057617188,223.61387634277344,826.8505859375,1208.992919921875,0.9537439942359924
123,398.1352844238281,203.80300903320312,231.09873962402344,824.9391479492188,1214.9822998046875,0.9538509249687195
124,383.96661376953125,219.52655029296875,246.97633361816406,830.90087890625,1217.4677734375,0.9535173773765564
125,389.74993896484375,204.2567138671875,231.75392150878906,840.6625366210938,1232.6661376953125,0.952971339225769
126,382.706787109375,185.04898071289062,212.89791870117188,847.444091796875,1229.5244140625,0.9525919556617737
127,384.8869934082031,205.5992431640625,233.1649169921875,879.2193603515625,1266.449462890625,0.9508143663406372
128,394.26220703125,208.8509521484375,236.21524047851562,1020.713134765625,1403.3992919921875,0.9428988695144653
129,388.81439208984375,238.4684600830078,266.2951354980469,824.3359375,1213.80029296875,0.9538846611976624
130,381.7077941894531,212.42800903320312,240.24398803710938,898.2178955078125,1278.3974609375,0.9497514963150024
131,379.6954345703125,191.11322021484375,218.643310546875,865.6702880859375,1249.69189453125,0.9515722990036011
132,399.8804016113281,195.11598205566406,222.95021057128906,837.8163452148438,1233.41943359375,0.9531305432319641
133,395.97625732421875,212.41329956054688,240.70022583007812,857.807861328125,1258.90283203125,0.9520121812820435
134,384.7269592285156,196.91036987304688,224.28515625,844.7361450195312,1231.385009765625,0.952743411064148
135,391.8382568359375,194.1681671142578,221.2677459716797,842.9649047851562,1234.279296875,0.9528425335884094
136,389.56329345703125,173.07276916503906,200.50924682617188,829.845703125,1219.6834716796875,0.9535764455795288
137,379.0493469238281,212.6222381591797,240.55760192871094,830.48046875,1213.4776611328125,0.9535409212112427
138,392.06317138671875,192.18557739257812,219.18991088867188,868.39111328125,1255.65185546875,0.9514201283454895
139,382.16949462890625,197.24769592285156,225.12322998046875,829.0950927734375,1204.55859375,0.9536184072494507
140,374.9559631347656,215.16192626953125,242.47341918945312,841.9574584960938,1214.350830078125,0.9528988599777222
141,370.46966552734375,193.087158203125,220.7744140625,830.0516357421875,1186.671630859375,0.9535648822784424
142,372.54949951171875,196.83290100097656,224.9672088623047,850.6221923828125,1225.090576171875,0.9524141550064087
143,379.3576965332031,211.40090942382812,239.8966522216797,828.3994140625,1215.3984375,0.953657329082489
144,412.90899658203125,195.30419921875,223.74087524414062,837.3289794921875,1225.0958251953125,0.9531577825546265
145,390.2493896484375,213.25259399414062,242.05838012695312,850.7842407226562,1260.1365966796875,0.9524050951004028
146,401.5915832519531,203.5745849609375,231.54615783691406,835.8085327148438,1235.96240234375,0.953242838382721
147,401.0971374511719,192.54721069335938,220.69952392578125,834.4410400390625,1225.527099609375,0.9533193707466125
148,397.2413635253906,195.43423461914062,223.40570068359375,835.763427734375,1232.5758056640625,0.9532454013824463
149,394.2279052734375,209.54379272460938,238.39137268066406,829.14013671875,1226.508056640625,0.9536159038543701
150,380.37567138671875,189.65078735351562,216.9590606689453,816.872802734375,1197.9171142578125,0.954302191734314
151,389.7830810546875,200.8822021484375,228.92657470703125,864.204833984375,1250.27978515625,0.951654314994812
152,386.979248046875,212.64381408691406,239.7305908203125,827.6484375,1209.0592041015625,0.9536993503570557
153,386.826171875,186.48800659179688,214.02015686035156,836.8461303710938,1215.354736328125,0.9531847834587097
154,375.25970458984375,198.20404052734375,225.07803344726562,822.993896484375,1199.35400390625,0.9539597630500793
155,362.4590759277344,201.4099884033203,227.86988830566406,876.9849243164062,1238.66552734375,0.9509393572807312
156,363.5206298828125,209.501220703125,235.95509338378906,854.2109375,1217.5399169921875,0.9522134065628052
157,389.3169860839844,217.8878936767578,244.66612243652344,838.8519287109375,1216.59912109375,0.9530726075172424
158,380.5803527832031,199.9856414794922,227.239990234375,857.0638427734375,1237.2264404296875,0.9520537853240967
159,359.854248046875,187.94493103027344,214.35580444335938,836.7120361328125,1196.741943359375,0.9531922936439514
160,368.4136962890625,194.53424072265625,220.16343688964844,884.7996826171875,1249.720947265625,0.9505021572113037
161,364.50909423828125,192.03147888183594,218.9429473876953,828.7769775390625,1185.3031005859375,0.9536362290382385
162,375.7203369140625,187.79656982421875,214.42774963378906,836.940673828125,1213.001220703125,0.9531795382499695
163,372.21429443359375,185.3971405029297,212.29562377929688,846.1226806640625,1213.281494140625,0.9526658654212952
164,360.5965576171875,174.99794006347656,201.08721923828125,822.6987915039062,1184.334716796875,0.9539762735366821
165,363.6112060546875,204.18212890625,230.13143920898438,860.93408203125,1226.276611328125,0.9518373012542725
166,365.677001953125,182.82049560546875,208.63494873046875,871.3890380859375,1235.50927734375,0.9512524008750916
167,366.59063720703125,206.250244140625,232.35272216796875,876.1961669921875,1238.180908203125,0.950983464717865
168,363.4218444824219,208.553955078125,236.00836181640625,876.9949340820312,1242.063232421875,0.9509387612342834
169,366.30975341796875,204.6436767578125,230.25015258789062,850.9536743164062,1219.9761962890625,0.9523956179618835
170,365.21173095703125,194.7432098388672,220.9453582763672,838.5794067382812,1206.9307861328125,0.9530878663063049
171,357.9669189453125,193.6363067626953,219.02096557617188,834.7669067382812,1191.618408203125,0.9533011317253113
172,368.63140869140625,183.49554443359375,209.28131103515625,838.4795532226562,1208.77978515625,0.953093409538269
173,360.7420654296875,180.10841369628906,205.96900939941406,898.651611328125,1258.4869384765625,0.9497272372245789
174,353.020263671875,184.4335479736328,208.741943359375,821.3216552734375,1180.14111328125,0.9540532827377319
175,348.825927734375,182.18539428710938,207.6095428466797,831.1526489257812,1181.853515625,0.9535033106803894
176,388.0621032714844,193.2955322265625,220.56394958496094,822.4454956054688,1208.20947265625,0.9539903998374939
177,395.893798828125,197.32357788085938,224.6162109375,849.5088500976562,1250.5869140625,0.952476441860199
178,398.91339111328125,179.70553588867188,207.86924743652344,824.4224853515625,1217.8443603515625,0.9538798332214355
179,388.21533203125,172.98831176757812,200.4391632080078,951.77099609375,1341.624267578125,0.9467556476593018
180,394.25018310546875,188.49884033203125,217.077392578125,829.67822265625,1228.4337158203125,0.9535858035087585
181,397.3587646484375,191.90573120117188,219.6217041015625,817.9014892578125,1210.7208251953125,0.9542446136474609
182,376.0810852050781,188.9522705078125,216.44830322265625,825.6653442382812,1205.6121826171875,0.9538102746009827
183,384.1541748046875,178.2290802001953,205.16168212890625,836.6268310546875,1214.21923828125,0.9531970620155334
184,370.96002197265625,215.80828857421875,243.24713134765625,823.7902221679688,1191.000244140625,0.9539151787757874
185,376.1497802734375,200.45826721191406,228.03900146484375,853.9400634765625,1232.890380859375,0.9522285461425781
186,372.6351013183594,204.28492736816406,230.96060180664062,856.8006591796875,1229.94384765625,0.9520685076713562
187,373.8446350097656,191.8741912841797,218.57302856445312,817.0498046875,1184.098876953125,0.9542922377586365
188,374.4725341796875,177.39724731445312,203.88636779785156,818.4515991210938,1198.5126953125,0.9542138576507568
189,369.7355041503906,199.45574951171875,225.9224853515625,828.466064453125,1194.089599609375,0.9536536335945129
190,373.02325439453125,195.22276306152344,221.27919006347656,833.5588989257812,1208.620849609375,0.9533687233924866
191,366.0120849609375,221.33810424804688,248.46429443359375,856.2547607421875,1217.0322265625,0.9520990252494812
192,371.6387634277344,190.34617614746094,216.17855834960938,827.7046508789062,1195.407958984375,0.9536961913108826
193,365.43426513671875,202.66641235351562,230.10897827148438,882.0604248046875,1252.378662109375,0.9506554007530212
194,368.4996337890625,185.82452392578125,212.22447204589844,874.8416748046875,1250.495361328125,0.9510592222213745
195,360.1502990722656,196.47677612304688,222.96067810058594,854.0526733398438,1217.7030029296875,0.9522222280502319
196,365.91357421875,202.5827178955078,228.0111083984375,825.1184692382812,1180.856201171875,0.9538408517837524
197,347.9770202636719,207.64834594726562,232.56390380859375,825.839599609375,1176.1563720703125,0.9538005590438843
198,356.8203125,181.9505615234375,207.18118286132812,828.52783203125,1186.1361083984375,0.953650176525116
199,353.35357666015625,214.44020080566406,239.6376495361328,847.905029296875,1207.0380859375,0.9525661468505859
200,354.7787170410156,188.01080322265625,212.99795532226562,849.6111450195312,1207.86767578125,0.9524707198143005
201,353.1778259277344,200.77847290039062,225.76596069335938,860.030029296875,1213.3970947265625,0.951887845993042
202,362.55078125,181.80044555664062,206.7906494140625,826.679443359375,1180.322265625,0.9537535309791565
203,352.2952575683594,206.35507202148438,230.2261962890625,847.6917724609375,1195.0361328125,0.952578067779541
204,342.6587829589844,198.21725463867188,222.82081604003906,846.7041015625,1186.2861328125,0.9526333212852478
205,353.5868835449219,190.2855987548828,214.31991577148438,818.2736206054688,1191.11376953125,0.9542238116264343
206,344.1272888183594,179.33859252929688,203.60711669921875,844.6812744140625,1188.0615234375,0.9527465105056763
207,338.29205322265625,198.9781951904297,222.9036102294922,854.315185546875,1195.3072509765625,0.9522075653076172
208,337.02227783203125,178.2566680908203,201.89358520507812,842.473388671875,1186.040283203125,0.9528700113296509
209,338.6623840332031,182.2933349609375,206.29843139648438,839.3199462890625,1182.501953125,0.953046441078186
210,340.69610595703125,182.63702392578125,206.7469940185547,821.7362060546875,1166.470458984375,0.9540300965309143
211,337.0037841796875,201.28268432617188,225.24081420898438,832.339111328125,1166.44580078125,0.9534369707107544
212,335.853759765625,179.8575439453125,204.8771209716797,817.71240234375,1150.11181640625,0.954255223274231
213,344.44134521484375,180.53134155273438,204.30941772460938,836.7405395507812,1179.621337890625,0.9531907439231873
214,341.1275634765625,203.5032501220703,227.1822509765625,842.4196166992188,1180.11669921875,0.9528729915618896
215,336.8794250488281,190.10812377929688,213.93148803710938,822.8465576171875,1151.7532958984375,0.9539679884910583
216,333.716064453125,181.39736938476562,206.02194213867188,818.080322265625,1161.73388671875,0.9542346000671387
217,333.4332275390625,203.82896423339844,227.912841796875,830.0826416015625,1164.0606689453125,0.9535631537437439
218,333.64520263671875,206.634765625,230.45713806152344,915.4459228515625,1245.680908203125,0.9487877488136292
219,330.4697265625,176.61326599121094,200.51698303222656,874.5857543945312,1206.1837158203125,0.9510735869407654
220,330.6357727050781,187.50021362304688,210.7118682861328,822.69921875,1155.460205078125,0.9539762139320374
221,329.76458740234375,189.79312133789062,213.17283630371094,825.9462890625,1153.50390625,0.9537945985794067
222,339.7918395996094,161.37832641601562,185.08810424804688,833.8738403320312,1164.983642578125,0.9533510804176331
223,338.14276123046875,195.4371337890625,219.4171142578125,834.075439453125,1172.4454345703125,0.9533398151397705
224,325.8602294921875,182.96902465820312,206.77224731445312,830.8067016601562,1155.990234375,0.9535226821899414
225,333.79827880859375,203.37539672851562,227.19064331054688,824.1915283203125,1157.4205322265625,0.953892707824707
226,319.8253479003906,177.6509552001953,200.7998809814453,839.4031372070312,1160.03173828125,0.9530417919158936
227,333.8257751464844,179.3831787109375,203.30389404296875,856.5252685546875,1189.538818359375,0.9520838856697083
228,336.09661865234375,209.7559051513672,234.26254272460938,900.2548828125,1242.88671875,0.9496375918388367
229,341.8346862792969,193.49700927734375,217.49827575683594,861.23095703125,1198.928466796875,0.9518206715583801
230,338.6849060058594,206.38262939453125,230.21926879882812,824.2847900390625,1164.2490234375,0.9538875222206116
231,328.99560546875,185.4954833984375,209.37014770507812,852.1806640625,1182.909912109375,0.9523269534111023
232,331.66448974609375,181.22988891601562,204.0206298828125,852.1285400390625,1183.76611328125,0.9523298740386963
233,361.2053527832031,194.10580444335938,219.48475646972656,828.0835571289062,1187.330078125,0.9536750316619873
234,379.2251892089844,200.40060424804688,226.93548583984375,866.2220458984375,1240.07080078125,0.9515414237976074
235,368.1329345703125,190.50265502929688,216.843994140625,850.692138671875,1216.11962890625,0.9524102210998535
236,376.1916809082031,181.7813262939453,208.17633056640625,840.523193359375,1218.0625,0.9529790878295898
237,362.0675048828125,207.44195556640625,234.47576904296875,835.1137084960938,1200.0535888671875,0.9532817006111145
238,377.23846435546875,182.159912109375,211.64865112304688,834.4970703125,1203.0540771484375,0.9533162117004395
239,361.12921142578125,198.30702209472656,225.39019775390625,841.0880126953125,1214.078125,0.9529474973678589
240,375.9013671875,171.02267456054688,199.7178497314453,867.0241088867188,1253.15869140625,0.9514966011047363
241,374.1118469238281,193.69735717773438,220.70156860351562,826.062744140625,1195.6385498046875,0.9537880420684814
242,364.95196533203125,177.95594787597656,204.42791748046875,832.177001953125,1202.4794921875,0.9534460306167603
243,367.399169921875,192.2308807373047,220.6889190673828,825.3840942382812,1193.5205078125,0.9538260102272034
244,365.4860534667969,211.11534118652344,236.70126342773438,835.0111083984375,1198.90234375,0.9532874822616577
245,362.0669250488281,199.18182373046875,225.0740509033203,855.1646728515625,1216.975830078125,0.9521600008010864
246,365.9500427246094,191.0084228515625,216.8590545654297,834.795166015625,1197.0985107421875,0.9532995223999023
247,375.958984375,202.6449737548828,229.04360961914062,860.568115234375,1240.054443359375,0.9518577456474304
248,371.468994140625,181.39962768554688,207.81521606445312,843.2158203125,1206.4888916015625,0.9528284668922424
249,364.83648681640625,191.7379608154297,218.0594940185547,823.5086669921875,1186.2847900390625,0.9539309144020081
250,355.62652587890625,183.2850341796875,208.63137817382812,875.6582641601562,1228.296630859375,0.9510135650634766
251,344.7369689941406,201.8584747314453,228.20069885253906,840.5101318359375,1185.06005859375,0.9529798626899719
252,352.10552978515625,193.6287384033203,218.72982788085938,850.78515625,1199.7548828125,0.9524050354957581
253,349.6656799316406,187.25497436523438,212.4084930419922,863.19189453125,1203.9759521484375,0.9517109394073486
254,352.47332763671875,195.80294799804688,220.62823486328125,883.29736328125,1236.5634765625,0.950586199760437
255,345.92999267578125,179.52496337890625,204.38560485839844,833.1678466796875,1180.204345703125,0.9533905982971191
256,343.332763671875,208.19485473632812,233.430908203125,825.3963012695312,1171.2427978515625,0.9538253545761108
257,378.049072265625,205.092041015625,231.1404266357422,827.4346313476562,1197.147216796875,0.9537113308906555
258,350.62127685546875,198.04953002929688,223.38246154785156,828.349365234375,1183.669189453125,0.9536601305007935
259,349.35394287109375,185.102783203125,210.49423217773438,824.6566162109375,1170.9495849609375,0.953866720199585
260,355.7522888183594,204.43704223632812,229.23593139648438,864.33642578125,1207.686767578125,0.9516469240188599
261,353.01971435546875,219.31834411621094,244.2720184326172,820.8685913085938,1177.623779296875,0.9540786147117615
262,355.04986572265625,188.65904235839844,213.273193359375,851.98193359375,1210.910888671875,0.9523380994796753
263,341.9090270996094,194.78285217285156,219.05755615234375,831.076416015625,1176.4375,0.9535076022148132
264,343.0159912109375,190.65090942382812,215.4658966064453,820.9327392578125,1161.83154296875,0.954075038433075
265,340.2752380371094,211.70623779296875,235.8645782470703,838.3944091796875,1180.5340576171875,0.9530981779098511
266,339.5777282714844,193.11679077148438,217.69732666015625,844.2574462890625,1181.67041015625,0.9527702331542969
267,335.2679138183594,204.05300903320312,228.29164123535156,822.57080078125,1155.083251953125,0.9539834260940552
268,337.06109619140625,197.81494140625,222.2144012451172,833.667236328125,1166.075439453125,0.9533626437187195
269,345.49468994140625,183.74407958984375,207.2245330810547,822.80908203125,1152.7911376953125,0.9539700746536255
270,327.99053955078125,204.44171142578125,229.01925659179688,841.4539184570312,1169.0101318359375,0.9529270529747009
271,329.6843566894531,204.0218048095703,227.3576202392578,818.4808349609375,1147.8995361328125,0.9542121887207031
272,331.4031677246094,186.64810180664062,209.37130737304688,847.5303955078125,1174.269287109375,0.9525871276855469
273,321.9587097167969,205.45083618164062,228.57723999023438,857.896728515625,1179.389892578125,0.9520071744918823
274,318.62213134765625,200.05575561523438,223.49688720703125,839.8433837890625,1156.25732421875,0.9530171155929565
275,325.2283020019531,205.52159118652344,228.7017822265625,879.8509521484375,1203.8267822265625,0.9507790207862854
276,316.3243103027344,196.01168823242188,218.5189971923828,853.5912475585938,1173.089111328125,0.9522480368614197
